"Nestl.ID","Vol.2","mass.A","Total.Trip.min","T.perc","nestling.temp","Nestl.ID.1","bf","K","Hem","Nest.ID","Nestling.Max","Species.J","Vol.2.1","Species"
"R3-543",494.35375,0.4121,0.113446347333333,0.255202928666667,27.17362319,"R3-543","0",0.3995568,42,"R8.1.19",5,"EABL",494.35375,"EABL"
"R3-559",1494.83625,1.6946,0.21104921325,0.39443854925,33.88911774,"R3-559","0",0.3995616,35,"R3.2.19",5,"EABL",1494.83625,"EABL"
"R3-564",1142.5675,0.3141,0.160979031,0.27511382925,33.31323997,"R3-564","0",0.3479703,44,"R5.1.19",5,"EABL",1142.5675,"EABL"
"R3-566",2612.381875,0.8824,0.12617499625,0.3628204225,33.43437411,"R3-566","0",0.3656811,44,"R15.2.19",3,"EABL",2612.381875,"EABL"
"R3-574",689.23,3.8217,0.15463921575,0.32785449275,34.85857592,"R3-574","1",0.3586241,25,"R7.1.19",5,"EABL",689.23,"EABL"
"R3-582",424.685,0.407,0.166166786,0.38435507125,28.08822791,"R3-582","0",0.3986709,36,"R2.2.19",3,"EABL",424.685,"EABL"
"R3-584",784.215,0.5553,0.1040083555,0.2002583655,35.35414058,"R3-584","0",0.3814389,47,"R11.1.19",4,"EABL",784.215,"EABL"
"R3-590",274.3575,1.0609,0.17211703725,0.3134790735,35.88157293,"R3-590","0",0.3682734,38,"DR7.1.19",4,"EABL",274.3575,"EABL"
"R3-599",1798.0425,0.457,0.235585529875,0.49020245125,26.2602872,"R3-599","0",0.3113473,38,"W6.2.19",4,"EABL",NA,"EABL"
"R3-630",954.56,0.7019,0.184396903,0.2644747205,34.57588437,"R3-630","0",0.3988112,NA,"DR5.1.19",5,"EABL",954.56,"EABL"
"R3-633",941.01875,3.6218,0.267077867,0.082010577,26.86581596,"R3-633","0",0.4060848,NA,"W48.1.19",5,"EABL",941.01875,"EABL"
"R3-676",1571.9625,0.7101,0.186406079333333,0.474631134333333,26.76041895,"R3-676","1",0.3159725,33,"W29.1.19",3,"EABL",1571.9625,"EABL"
"R3-681",128.54375,1.5659,0.17426034,0.4257107295,33.89372415,"R3-681","0",0.3685927,39,"W24.1.19",4,"EABL",128.54375,"EABL"
"R3-683",794.8125,1.1802,0.289311546,0.062818109,32.64105634,"R3-683","0",0.4049661,37,"W14.1.19",4,"EABL",794.8125,"EABL"
"R3-687",398.485625,0.3545,0.185377638333333,0.416703427333333,35.68872971,"R3-687","0",0.3476885,41,"W57.1.19",4,"EABL",571.8725,"EABL"
"R3-688",398.485625,0.3545,0.185377638333333,0.416703427333333,35.68872971,"R3-688","0",0.3689722,37,"W57.1.19",4,"EABL",571.8725,"EABL"
"R3-691",NA,0.944,0.173715198,0.418757624,29.9122696,"R3-691","0",0.3745585,50,"W36.1.19",3,"EABL",NA,"EABL"
"R3-694",1000.67875,1.9835,0.154467846666667,0.361329631666667,23.03024345,"R3-694","0",0.4120955,42,"W56B.1.19",3,"EABL",1000.67875,"EABL"
"R3-695",1000.67875,1.9835,0.154467846666667,0.361329631666667,23.03024345,"R3-695","0",0.3980493,36,"W56B.1.19",3,"EABL",1000.67875,"EABL"
"R3-700",1317.03375,1.8892,0.159877848,0.425934261333333,29.45324707,"R3-700","0",0.356852,24,"W13.1.19",4,"EABL",1317.03375,"EABL"
"rhalvx-47669",1079.7675,0.6831,0.2448553815,0.184299826,33.81420931,"rhalvx-47669","0",0.3932964,34,"R12.1.19",5,"EABL",1079.7675,"EABL"
"RT-558",1494.83625,1.6946,0.21104921325,0.39443854925,33.88911774,"RT-558","0",0.4018994,33,"R3.2.19",5,"EABL",1494.83625,"EABL"
